data,pressao_atm,temp_med_dia,umid_relativa,veloc_vento,prec_total,dose,temp_max_dia,temp_min_dia,dia_juliano,dia_semana,data_unix,est_inverno,est_outono,est_primavera,est_verao,dir_vento_E,dir_vento_N,dir_vento_NE,dir_vento_NW,dir_vento_S,dir_vento_SE,dir_vento_SW,dir_vento_W,freq_intern,idade_med,dias_intern_med,idade_mod,dias_intern_mod,freq_intern_1d,freq_intern_2d,freq_intern_3d,freq_intern_4d,freq_intern_5d
2017-01-22,1008.6875,25.025000000000002,74.91666666666667,2.0083333333333333,0.0,24.835495,31.4,20.4,22,6,1485043200,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13,57.0,9.0,0.17,2,26.0,28.0,31.0,26.0,25.0
2017-01-23,1007.2375000000001,26.0625,79.16666666666667,1.8958333333333333,0.0,23.423332000000002,32.3,22.4,23,0,1485129600,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26,39.0,4.0,57.0,4,28.0,31.0,26.0,25.0,8.0
2017-01-24,1004.5458333333332,27.0,74.79166666666667,1.3833333333333335,0.0,25.679745,33.3,22.1,24,1,1485216000,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,28,47.0,6.5,47.0,1,31.0,26.0,25.0,8.0,16.0
2017-01-25,1003.2583333333333,24.558333333333334,81.58333333333333,1.7083333333333333,6.4,20.256576999999997,30.3,21.3,25,2,1485302400,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,31,35.0,6.0,0.0,6,26.0,25.0,8.0,16.0,26.0
2017-01-26,1007.2130434782609,22.32608695652174,81.08695652173913,1.452173913043478,1.2,17.870776,28.3,20.2,26,3,1485388800,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,26,51.5,5.0,53.0,1,25.0,8.0,16.0,26.0,32.0
2017-01-27,1012.2833333333333,22.0,67.20833333333333,1.4124999999999999,0.0,29.534959999999998,27.5,17.8,27,4,1485475200,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,25,24.0,4.0,0.17,1,8.0,16.0,26.0,32.0,29.0
2017-01-28,1013.9166666666666,22.97083333333333,73.375,1.5458333333333334,0.0,26.311841,29.7,17.5,28,5,1485561600,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,62.5,14.0,20.0,5,16.0,26.0,32.0,29.0,8.0
2017-01-29,1012.9541666666668,25.433333333333334,75.95833333333333,1.4958333333333333,0.0,22.504333,31.8,20.7,29,6,1485648000,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,35.0,8.5,0.5,9,26.0,32.0,29.0,8.0,29.0
2017-01-30,1011.3625000000001,27.2,72.45833333333333,1.3291666666666666,0.0,21.926191,34.2,22.5,30,0,1485734400,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,26,57.5,4.0,66.0,4,32.0,29.0,8.0,29.0,22.0
2017-01-31,1009.3375,26.454166666666666,78.08333333333333,1.4041666666666668,5.0,14.81507,31.9,22.5,31,1,1485820800,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,32,47.0,3.5,47.0,3,29.0,8.0,29.0,22.0,14.0
2017-02-01,1005.1875,25.712500000000002,76.75,1.0625,0.0,17.326060000000002,31.0,22.7,32,2,1485907200,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,29,36.0,6.0,1.0,1,8.0,29.0,22.0,14.0,31.0
