data,pressao_atm,temp_med_dia,umid_relativa,veloc_vento,prec_total,dose,temp_max_dia,temp_min_dia,dia_juliano,dia_semana,data_unix,est_inverno,est_outono,est_primavera,est_verao,dir_vento_E,dir_vento_N,dir_vento_NE,dir_vento_NW,dir_vento_S,dir_vento_SE,dir_vento_SW,dir_vento_W,freq_intern,idade_med,dias_intern_med,idade_mod,dias_intern_mod,freq_intern_1d,freq_intern_2d,freq_intern_3d,freq_intern_4d,freq_intern_5d
2017-09-08,1008.0333333333333,21.791666666666668,82.54166666666667,1.0583333333333333,0.0,16.900796000000003,26.6,18.4,251,4,1504828800,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55,4.0,4.0,2.0,4,27.0,24.0,54.0,62.0,37.0
2017-09-09,1008.4791666666666,21.579166666666666,85.91666666666667,1.0875000000000001,0.0,13.593739000000001,27.6,18.7,252,5,1504915200,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27,3.0,5.0,0.17,3,24.0,54.0,62.0,37.0,42.0
2017-09-10,1004.4458333333333,24.537499999999998,73.25,1.0208333333333333,0.0,17.017585999999998,34.2,18.6,253,6,1505001600,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24,7.5,6.0,0.33,6,54.0,62.0,37.0,42.0,53.0
2017-09-11,1006.8041666666667,23.266666666666666,68.58333333333333,2.0375,0.2,10.888682000000001,27.1,19.0,254,0,1505088000,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,54,36.5,6.0,1.0,1,62.0,37.0,42.0,53.0,28.0
2017-09-12,1016.1875,17.833333333333332,78.83333333333333,1.9416666666666667,0.6,6.011217,20.7,15.7,255,1,1505174400,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,62,38.0,6.0,0.25,6,37.0,42.0,53.0,28.0,20.0
2017-09-13,1012.2208333333333,19.366666666666667,90.125,2.1750000000000003,0.6000000000000001,9.481101,24.0,16.6,256,2,1505260800,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37,38.0,5.0,0.04,1,42.0,53.0,28.0,20.0,35.0
2017-09-14,1005.7166666666667,19.970833333333335,88.79166666666667,1.125,14.6,9.080054,24.0,17.6,257,3,1505347200,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,42,40.0,4.0,1.0,1,53.0,28.0,20.0,35.0,48.0
2017-09-15,1016.3608695652174,16.443478260869565,97.6086956521739,0.9565217391304348,37.4,1.514937,19.0,14.3,258,4,1505433600,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53,22.0,4.0,5.0,6,28.0,20.0,35.0,48.0,31.0
2017-09-16,1017.2208333333333,15.6625,99.0,1.9416666666666667,80.0,1.613658,16.6,14.1,259,5,1505520000,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28,44.0,6.5,0.17,2,20.0,35.0,48.0,31.0,52.0
2017-09-17,1016.6708333333332,17.520833333333332,93.75,1.3,8.0,11.685168,21.3,15.7,260,6,1505606400,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,20,18.0,6.0,0.17,4,35.0,48.0,31.0,52.0,54.0
2017-09-18,1016.9041666666667,17.275000000000002,83.25,0.9166666666666666,0.0,18.320359,22.6,14.0,261,0,1505692800,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,35,39.0,5.0,4.0,4,48.0,31.0,52.0,54.0,19.0
2017-09-19,1014.5666666666666,19.370833333333334,85.45833333333333,1.5166666666666666,0.0,20.022702,26.3,15.4,262,1,1505779200,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48,63.0,6.0,0.42,6,31.0,52.0,54.0,19.0,37.0
2017-09-20,1012.0958333333333,22.729166666666668,82.25,0.7583333333333333,0.0,20.402244,33.4,15.9,263,2,1505865600,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31,47.0,5.0,0.33,2,52.0,54.0,19.0,37.0,46.0
2017-09-21,1010.2375000000001,24.808333333333334,69.41666666666667,0.8708333333333332,0.2,22.159332000000003,34.8,17.4,264,3,1505952000,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,52,40.0,6.0,0.67,5,54.0,19.0,37.0,46.0,47.0
2017-09-22,1008.5416666666666,21.7375,80.54166666666667,1.2333333333333334,0.4,19.030465,29.3,17.3,265,4,1506038400,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,54,44.5,7.0,1.0,0,19.0,37.0,46.0,47.0,42.0
2017-09-23,1014.9291666666667,17.841666666666665,91.08333333333333,1.0250000000000001,6.6,3.77781,20.1,16.5,266,5,1506124800,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,19,50.0,4.0,0.33,4,37.0,46.0,47.0,42.0,32.0
2017-09-24,1016.4875000000001,18.608333333333334,84.625,2.2375000000000003,0.0,16.214399,23.3,15.2,267,6,1506211200,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37,12.0,5.0,1.0,2,46.0,47.0,42.0,32.0,31.0
2017-09-25,1014.3291666666668,21.287499999999998,75.16666666666667,1.2750000000000001,0.0,21.820867,29.3,16.3,268,0,1506297600,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46,20.0,5.0,0.08,1,47.0,42.0,32.0,31.0,24.0
2017-09-26,1010.3125,22.820833333333336,79.25,0.8875000000000001,0.0,20.197115999999998,30.4,18.5,269,1,1506384000,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47,44.0,5.0,1.0,3,42.0,32.0,31.0,24.0,27.0
2017-09-27,1007.6708333333332,21.162499999999998,84.33333333333333,1.0791666666666666,0.0,11.396973,25.8,18.4,270,2,1506470400,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,42,40.5,6.0,0.33,2,32.0,31.0,24.0,27.0,50.0
2017-09-28,1015.125,18.412499999999998,83.29166666666667,2.4833333333333334,0.6000000000000001,7.632255,20.3,16.8,271,3,1506556800,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32,11.5,7.0,0.08,8,31.0,24.0,27.0,50.0,33.0
2017-09-29,1015.225,17.1125,77.25,2.0500000000000003,0.2,3.9440570000000004,19.1,15.7,272,4,1506643200,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31,8.0,4.0,0.17,1,24.0,27.0,50.0,33.0,32.0
2017-09-30,1004.0166666666668,17.758333333333333,91.75,0.9291666666666667,14.2,8.37525,22.1,15.5,273,5,1506729600,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24,11.5,5.0,2.0,2,27.0,50.0,33.0,32.0,49.0
2017-10-01,995.3291666666668,20.879166666666666,83.375,0.9791666666666666,26.2,21.801885000000002,31.1,15.6,274,6,1506816000,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,27,1.0,5.0,1.0,5,50.0,33.0,32.0,49.0,45.0
2017-10-02,998.4,18.079166666666666,78.66666666666667,2.4833333333333334,6.4,14.335695,22.1,16.1,275,0,1506902400,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,50,8.5,4.0,0.08,4,33.0,32.0,49.0,45.0,26.0
2017-10-03,1007.485,18.48,57.8,2.445,0.0,25.791923999999998,23.1,13.4,276,1,1506988800,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,33,24.0,5.0,1.0,1,32.0,49.0,45.0,26.0,26.0
2017-10-04,1010.2833333333333,21.116666666666667,52.166666666666664,1.1291666666666667,0.0,23.177968,30.1,13.0,277,2,1507075200,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,32,57.5,6.0,59.0,1,49.0,45.0,26.0,26.0,54.0
2017-10-05,1005.2166666666667,23.0625,52.916666666666664,0.8333333333333334,0.0,20.680969,31.4,15.7,278,3,1507161600,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,49,23.0,6.0,0.08,6,45.0,26.0,26.0,54.0,36.0
2017-10-06,1007.3249999999999,21.354166666666668,82.41666666666667,0.8458333333333333,2.4,3.6470890000000002,23.9,19.6,279,4,1507248000,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,45,18.0,4.0,5.0,4,26.0,26.0,54.0,36.0,34.0
2017-10-07,1016.2083333333334,19.479166666666668,75.70833333333333,2.620833333333333,0.0,22.699507000000004,23.7,16.4,280,5,1507334400,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26,50.0,8.5,0.58,4,26.0,54.0,36.0,34.0,26.0
2017-10-08,1011.9583333333334,18.845833333333335,78.125,2.4208333333333334,0.0,13.027508,23.3,16.6,281,6,1507420800,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26,31.5,4.0,0.17,2,54.0,36.0,34.0,26.0,40.0
2017-10-09,1004.5739130434783,21.291304347826088,84.21739130434783,1.5608695652173912,0.0,14.511496999999999,27.8,17.1,282,0,1507507200,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,54,6.0,6.0,1.0,1,36.0,34.0,26.0,40.0,29.0
2017-10-10,1006.9375,21.283333333333335,87.45833333333333,1.4458333333333335,14.0,8.911012,24.3,19.1,283,1,1507593600,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,36,8.5,6.0,3.0,1,34.0,26.0,40.0,29.0,23.0
2017-10-11,1007.0714285714286,18.214285714285715,99.57142857142857,1.7357142857142858,28.400000000000002,1.1893900000000002,19.9,17.3,284,2,1507680000,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,34,43.5,5.5,11.0,1,26.0,40.0,29.0,23.0,37.0
2017-10-12,1007.4916666666667,18.783333333333335,99.29166666666667,1.9916666666666665,61.8,2.067015,20.4,17.5,285,3,1507766400,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26,42.0,4.0,0.42,1,40.0,29.0,23.0,37.0,46.0
2017-10-13,1004.6125000000001,20.066666666666666,98.33333333333333,1.1458333333333333,39.0,4.0975839999999994,22.1,18.1,286,4,1507852800,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,40,11.0,5.5,0.5,4,29.0,23.0,37.0,46.0,45.0
2017-10-14,1011.5583333333334,17.6125,89.08333333333333,1.7708333333333333,2.2,13.26591,20.8,15.9,287,5,1507939200,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,29,47.0,6.0,0.25,7,23.0,37.0,46.0,45.0,39.0
2017-10-15,1016.4333333333334,17.787499999999998,71.25,1.1,0.0,27.988573000000002,24.5,11.9,288,6,1508025600,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23,57.0,5.0,2.0,1,37.0,46.0,45.0,39.0,41.0
2017-10-16,1014.3833333333333,19.566666666666666,73.54166666666667,1.7541666666666667,0.0,25.35378,27.1,14.0,289,0,1508112000,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37,35.0,3.0,0.33,2,46.0,45.0,39.0,41.0,28.0
2017-10-17,1009.9333333333334,23.004166666666666,69.70833333333333,1.1541666666666666,0.0,25.244489,31.7,17.0,290,1,1508198400,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,46,41.5,6.0,1.0,2,45.0,39.0,41.0,28.0,30.0
2017-10-18,1006.0625,23.233333333333334,79.54166666666667,1.0125,0.6000000000000001,9.91076,28.0,19.5,291,2,1508284800,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,45,41.0,6.0,1.0,2,39.0,41.0,28.0,30.0,38.0
2017-10-19,1004.5625,20.708333333333332,87.04166666666667,2.379166666666667,44.6,10.805748,25.4,18.8,292,3,1508371200,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,39,35.0,6.0,1.0,1,41.0,28.0,30.0,38.0,40.0
2017-10-20,1010.1208333333334,19.420833333333334,79.79166666666667,1.9166666666666667,0.0,26.846580999999997,25.5,14.1,293,4,1508457600,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41,48.0,5.0,0.42,1,28.0,30.0,38.0,40.0,40.0
2017-10-21,1004.3291666666668,20.037499999999998,89.25,0.9416666666666668,3.2,5.601789000000001,21.9,18.2,294,5,1508544000,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,28,5.5,7.0,0.5,2,30.0,38.0,40.0,40.0,46.0
2017-10-22,1010.6458333333334,17.958333333333332,66.54166666666667,2.829166666666667,0.6000000000000001,26.425811000000003,21.6,14.0,295,6,1508630400,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,30,35.5,5.0,0.08,1,38.0,40.0,40.0,46.0,49.0
2017-10-23,1015.4666666666667,16.125,58.125,1.5041666666666667,0.0,28.762974000000003,21.7,11.4,296,0,1508716800,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,38,50.5,4.0,0.08,3,40.0,40.0,46.0,49.0,28.0
2017-10-24,1012.775,17.9875,70.29166666666667,1.6416666666666666,0.0,26.071345,26.4,12.6,297,1,1508803200,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40,56.0,6.0,0.25,1,40.0,46.0,49.0,28.0,28.0
2017-10-25,1008.6875,20.245833333333334,78.16666666666667,1.5083333333333335,0.0,15.078355,25.8,16.8,298,2,1508889600,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40,34.5,5.5,1.0,5,46.0,49.0,28.0,28.0,52.0
2017-10-26,1004.4958333333334,21.6875,80.79166666666667,1.0875000000000001,0.0,20.411964,27.9,17.3,299,3,1508976000,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46,59.0,6.5,0.17,8,49.0,28.0,28.0,52.0,30.0
2017-10-27,999.0083333333333,22.266666666666666,86.875,1.4416666666666667,17.8,18.377105,27.0,19.3,300,4,1509062400,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,49,56.0,7.0,4.0,3,28.0,28.0,52.0,30.0,28.0
2017-10-28,999.6083333333332,19.370833333333334,84.54166666666667,2.9250000000000003,0.6000000000000001,15.333666,21.9,17.3,301,5,1509148800,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,28,56.5,5.0,1.0,4,28.0,52.0,30.0,28.0,21.0
2017-10-29,1006.2375000000001,20.279166666666665,83.66666666666667,1.8125,0.0,19.18783,26.1,16.4,302,6,1509235200,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28,4.0,5.0,0.25,1,52.0,30.0,28.0,21.0,47.0
2017-10-30,1002.3583333333332,22.59166666666667,78.29166666666667,1.5208333333333333,0.0,20.112536,28.0,18.7,303,0,1509321600,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,52,53.5,6.0,1.0,4,30.0,28.0,21.0,47.0,29.0
2017-10-31,1009.5749999999999,19.845833333333335,65.16666666666667,1.8833333333333335,0.0,28.329199,23.9,16.0,304,1,1509408000,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,30,5.0,5.0,0.17,3,28.0,21.0,47.0,29.0,21.0
2017-11-01,1012.9916666666667,18.954166666666666,58.708333333333336,1.3041666666666667,0.0,29.345398,26.4,12.2,305,2,1509494400,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28,49.5,7.0,62.0,5,21.0,47.0,29.0,21.0,38.0
2017-11-02,1010.625,21.220833333333335,61.708333333333336,1.925,0.0,29.674667000000003,30.1,14.8,306,3,1509580800,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21,14.0,5.0,0.25,4,47.0,29.0,21.0,38.0,43.0
2017-11-03,1003.9333333333334,21.65833333333333,77.58333333333333,1.9208333333333334,4.0,11.237397000000001,23.9,18.2,307,4,1509667200,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,47,41.0,7.0,2.0,3,29.0,21.0,38.0,43.0,30.0
2017-11-04,1004.0791666666668,19.6875,89.91666666666667,1.1,26.400000000000002,7.620579,21.8,17.6,308,5,1509753600,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,29,5.0,3.0,0.33,2,21.0,38.0,43.0,30.0,34.0
2017-11-05,1011.1,18.26521739130435,76.6086956521739,1.1521739130434783,0.0,19.520400999999996,24.4,12.9,309,6,1509840000,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21,44.0,9.0,51.0,12,38.0,43.0,30.0,34.0,46.0
2017-11-06,1012.4833333333332,19.55,72.875,2.1999999999999997,0.0,24.600724000000003,25.9,15.6,310,0,1509926400,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38,33.5,7.0,1.0,1,43.0,30.0,34.0,46.0,26.0
2017-11-07,1009.6291666666666,21.275000000000002,72.66666666666667,1.8708333333333333,0.0,27.482517,28.6,16.1,311,1,1510012800,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43,57.0,6.0,1.0,2,30.0,34.0,46.0,26.0,32.0
2017-11-08,1006.6208333333334,20.020833333333332,82.04166666666667,1.05,7.2,5.981443,22.9,17.9,312,2,1510099200,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30,16.5,9.0,0.08,9,34.0,46.0,26.0,32.0,45.0
2017-11-09,1005.1291666666666,22.266666666666666,82.91666666666667,1.1166666666666667,3.8000000000000003,26.316346999999997,29.5,17.1,313,3,1510185600,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,34,29.0,5.0,3.0,4,46.0,26.0,32.0,45.0,32.0
2017-11-10,1004.9208333333332,19.929166666666667,91.83333333333333,0.6333333333333333,6.4,8.290091,22.2,17.9,314,4,1510272000,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,46,47.0,6.0,1.0,7,26.0,32.0,45.0,32.0,35.0
2017-11-11,1002.4208333333332,21.245833333333334,68.79166666666667,2.1458333333333335,0.0,30.127267,29.0,15.1,315,5,1510358400,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,26,54.5,7.5,41.0,3,32.0,45.0,32.0,35.0,34.0
2017-11-12,1003.0291666666667,20.587500000000002,56.666666666666664,2.5541666666666667,0.0,30.161327,26.5,15.5,316,6,1510444800,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,32,19.5,3.5,0.58,2,45.0,32.0,35.0,34.0,29.0
2017-11-13,1007.475,21.491666666666664,67.45833333333333,0.9666666666666667,0.0,30.472676,29.4,15.1,317,0,1510531200,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,45,35.0,7.0,1.0,1,32.0,35.0,34.0,29.0,32.0
2017-11-14,1008.7904761904762,22.333333333333332,60.76190476190476,1.2904761904761906,0.0,29.315887000000004,30.9,15.2,318,1,1510617600,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32,53.0,6.0,1.0,6,35.0,34.0,29.0,32.0,46.0
2017-11-20,1005.1,23.099999999999998,65.66666666666667,2.9,0.0,0.967383,26.0,21.6,324,0,1511136000,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35,55.0,4.0,1.0,1,34.0,29.0,32.0,46.0,20.0
2017-11-21,1005.2166666666667,20.370833333333334,85.625,2.2416666666666667,4.0,13.349376999999999,26.3,16.4,325,1,1511222400,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,34,51.0,5.0,89.0,3,29.0,32.0,46.0,20.0,16.0
2017-11-22,1008.7708333333334,17.9625,71.79166666666667,2.0416666666666665,1.0,29.883864999999997,23.3,14.4,326,2,1511308800,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,29,47.0,6.0,33.0,1,32.0,46.0,20.0,16.0,35.0
2017-11-23,1007.8000000000001,19.708333333333332,59.333333333333336,1.3875,0.0,31.561114,28.7,11.6,327,3,1511395200,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,32,53.0,5.0,81.0,4,46.0,20.0,16.0,35.0,31.0
2017-11-24,1006.9916666666667,21.316666666666666,71.54166666666667,1.9708333333333332,0.0,30.605713,29.9,16.1,328,4,1511481600,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,46,38.0,5.0,1.0,5,20.0,16.0,35.0,31.0,34.0
2017-11-25,1009.4375,17.8625,86.70833333333333,2.5458333333333334,40.8,5.4409920000000005,21.4,15.7,329,5,1511568000,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,53.0,6.0,0.08,1,16.0,35.0,31.0,34.0,28.0
2017-11-26,1003.8958333333334,19.325,92.45833333333333,1.8333333333333333,23.2,14.568761,24.2,17.3,330,6,1511654400,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,16,47.0,4.0,67.0,1,35.0,31.0,34.0,28.0,35.0
2017-11-27,1007.1374999999999,21.729166666666668,77.29166666666667,1.4541666666666666,0.2,30.242715,29.5,16.0,331,0,1511740800,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,35,35.0,5.0,1.0,4,31.0,34.0,28.0,35.0,30.0
2017-11-28,1012.7083333333334,21.554166666666664,77.16666666666667,2.308333333333333,0.0,23.913148,26.3,18.7,332,1,1511827200,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31,32.0,5.0,0.17,1,34.0,28.0,35.0,30.0,24.0
2017-11-29,1011.35,19.837500000000002,78.54166666666667,3.0,0.0,23.285889,24.4,16.4,333,2,1511913600,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34,43.0,5.5,2.0,2,28.0,35.0,30.0,24.0,35.0
2017-11-30,1007.7041666666668,20.587500000000002,76.54166666666667,3.9250000000000003,0.0,26.071033,24.3,18.2,334,3,1512000000,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28,8.0,4.0,1.0,1,35.0,30.0,24.0,35.0,33.0
2017-12-01,1007.4833333333332,21.5625,77.95833333333333,3.3541666666666665,0.0,26.299197999999997,26.5,18.3,335,4,1512086400,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35,15.0,4.0,2.0,1,30.0,24.0,35.0,33.0,32.0
2017-12-02,1006.6999999999999,23.616666666666664,74.625,2.2291666666666665,0.0,29.338404999999998,31.2,18.4,336,5,1512172800,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30,48.5,5.0,3.0,1,24.0,35.0,33.0,32.0,32.0
2017-12-03,1003.7666666666668,23.2625,77.125,1.3916666666666666,1.4,9.421507000000002,28.3,20.7,337,6,1512259200,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,24,56.5,7.0,0.58,2,35.0,33.0,32.0,32.0,34.0
2017-12-04,1003.6,20.9,92.0,1.4,0.0,0.0,21.0,20.6,338,0,1512345600,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,35,50.0,8.0,0.67,8,33.0,32.0,32.0,34.0,19.0
2017-12-05,1011.2260869565217,20.87391304347826,87.04347826086956,3.0434782608695654,2.6,19.321259,25.3,18.2,339,1,1512432000,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33,48.0,6.0,2.0,3,32.0,32.0,34.0,19.0,16.0
2017-12-06,1006.2916666666666,24.650000000000002,79.29166666666667,2.1875,0.0,26.420659,31.5,20.0,340,2,1512518400,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32,25.5,6.5,2.0,2,32.0,34.0,19.0,16.0,37.0
2017-12-07,1002.1416666666668,23.3625,89.95833333333333,1.3,79.6,12.959829,27.9,20.6,341,3,1512604800,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32,53.0,7.0,66.0,1,34.0,19.0,16.0,37.0,31.0
2017-12-08,1003.1541666666667,23.941666666666666,77.125,1.6500000000000001,0.0,30.656741,29.4,19.8,342,4,1512691200,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34,43.5,4.0,4.0,1,19.0,16.0,37.0,31.0,34.0
2017-12-09,1002.8375,23.650000000000002,73.41666666666667,1.5374999999999999,0.0,31.307043,31.6,17.9,343,5,1512777600,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19,53.0,5.0,53.0,3,16.0,37.0,31.0,34.0,23.0
2017-12-10,998.5875,25.691666666666666,67.83333333333333,2.125,0.7999999999999999,28.589224,34.6,19.5,344,6,1512864000,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,16,44.0,4.5,0.17,2,37.0,31.0,34.0,23.0,29.0
2017-12-11,1004.9333333333334,21.933333333333334,68.70833333333333,1.9416666666666667,0.0,30.525481,25.5,18.6,345,0,1512950400,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,37,48.0,5.0,6.0,4,31.0,34.0,23.0,29.0,20.0
2017-12-12,1010.4333333333334,20.3875,65.0,2.441666666666667,0.0,32.320642,26.5,15.2,346,1,1513036800,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31,49.0,4.0,0.42,1,34.0,23.0,29.0,20.0,26.0
2017-12-13,1007.7083333333334,24.53333333333333,62.125,1.7458333333333333,0.0,30.875117,34.0,17.4,347,2,1513123200,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34,51.5,4.0,1.0,2,23.0,29.0,20.0,26.0,24.0
